make,model,city,price,year,km,type,cc,mode
Suzuki,Wagon,Peshawar,23.5,2018,"49,000",Hybrid,660,Automatic
Suzuki,Swift,Karachi,16.75,2017,"60,000",Petrol,1300,Manual
Suzuki,Cultus,Karachi,18.5,2019,"18,000",Petrol,1000,Manual
Suzuki,Alto,Lahore,11.5,2009,"90,000",Petrol,660,Automatic
Suzuki,Swift,Islamabad,18.35,2018,"47,000",Petrol,1300,Manual
Suzuki,Every,Faisalabad,17.4,2014,"52,000",Petrol,660,Automatic
Suzuki,Khyber,Rawalpindi,5.75,1999,"152,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,18.45,2021,13,Petrol,1000,Manual
Suzuki,Alto,Multan,8.5,2012,"65,000",Petrol,1000,Manual
Suzuki,Swift,Islamabad,17.9,2016,"100,000",Petrol,1300,Automatic
Suzuki,Cultus,Kamoke,5.45,2006,"7,120",Petrol,1000,Manual
Suzuki,Jimny,Lahore,23.5,2016,"110,169",Petrol,660,Automatic
Suzuki,Swift,Karachi,28.75,2017,"107,000",Petrol,1000,Automatic
Suzuki,Alto,Hyderabad,6.5,2008,"170,000",CNG,1000,Manual
Suzuki,Cultus,Lahore,13.3,2016,"63,000",Petrol,1000,Manual
Suzuki,Cultus,Rawalpindi,11.1,2014,123,Petrol,1000,Manual
Suzuki,Mehran,Rawalpindi,6.25,2010,"180,000",Petrol,800,Manual
Suzuki,Mehran,Lahore,3,1990,"75,000",Petrol,800,Manual
Suzuki,Mehran,Karachi,2.55,1997,"102,000",Petrol,800,Manual
Suzuki,Wagon,Lahore,15,2018,"64,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,16.7,2018,"44,000",Petrol,1000,Manual
Suzuki,Alto,Tandiliyawala,11.7,2011,"41,000",Petrol,1000,Manual
Suzuki,Baleno,Rawalpindi,8.2,2004,"200,000",Petrol,1300,Manual
Suzuki,Alto,Islamabad,8.75,2011,"121,000",Petrol,1000,Manual
Suzuki,Wagon,Karachi,15.5,2015,"73,000",Petrol,660,Automatic
Suzuki,Alto,Faisalabad,16.1,2020,"13,000",Petrol,660,Automatic
Suzuki,Mehran,Islamabad,2.89,1991,"200,000",Petrol,800,Manual
Suzuki,Cultus,Karachi,6.9,2006,"159,000",Petrol,1000,Manual
Suzuki,Baleno,Sahiwal,6,2003,14,Petrol,1300,Manual
Suzuki,Mehran,Karachi,7.8,2016,"84,000",Petrol,800,Manual
Suzuki,Khyber,Karachi,2.35,1996,"100,000",CNG,1000,Manual
Suzuki,Alto,Rawalpindi,16.4,2021,1,Petrol,660,Automatic
Suzuki,Wagon,Faisalabad,18.5,2021,"4,700",Petrol,1000,Manual
Suzuki,Alto,Karachi,12.65,2013,"74,000",Petrol,660,Automatic
Suzuki,Mehran,Karachi,2.25,1994,"118,000",CNG,800,Manual
Suzuki,Mehran,Rawalpindi,7.9,2015,"80,000",Petrol,800,Manual
Suzuki,Mehran,Gujranwala,5.6,2008,"150,000",Petrol,800,Manual
Suzuki,Cultus,Karachi,19.5,2020,"20,500",Petrol,1000,Manual
Suzuki,Swift,Karachi,32.25,2017,"53,000",Petrol,1000,Automatic
Suzuki,Mehran,Rawalpindi,8.8,2017,"25,800",Petrol,800,Manual
Suzuki,Wagon,Karachi,13.5,2017,"48,000",Petrol,1000,Manual
Suzuki,Cultus,Karachi,19.7,2021,1,Petrol,1000,Manual
Suzuki,Baleno,Rawalpindi,7.5,2003,"150,000",Petrol,1300,Automatic
Suzuki,Wagon,Faisalabad,14.75,2017,"53,149",Petrol,1000,Manual
Suzuki,Swift,Islamabad,20.5,2019,"9,228",Petrol,1300,Manual
Suzuki,Every,Rawalpindi,9.5,2010,"850,000",Petrol,660,Automatic
Suzuki,Wagon,Faisalabad,22.5,2018,"3,700",Hybrid,660,Automatic
Suzuki,Mehran,Lahore,5.75,2013,"90,000",Petrol,800,Manual
Suzuki,Alto,Islamabad,8.75,2011,"121,000",Petrol,1000,Manual
Suzuki,Every,Gujranwala,15,2015,"19,000",Petrol,660,Automatic
Suzuki,Jimny,Lahore,18.75,2016,"76,763",Petrol,660,Manual
Suzuki,Swift,Islamabad,21.5,2020,"34,000",Petrol,1300,Automatic
Suzuki,Cultus,Karachi,11,2013,"61,000",Petrol,1000,Manual
Suzuki,Alto,Karachi,,2012,"62,000",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,8.95,2016,"78,000",Petrol,800,Manual
Suzuki,Mehran,Rawalpindi,4.5,2005,"20,000",Petrol,800,Manual
Suzuki,Every,Gujrat,12.6,2012,"122,000",Petrol,660,Automatic
Suzuki,Alto,Faisalabad,13.7,2019,"18,500",Petrol,660,Manual
Suzuki,Cultus,Lahore,22.25,2021,10,Petrol,1000,Automatic
Suzuki,Every,Lahore,16.5,2017,"65,000",Petrol,660,Automatic
Suzuki,Mehran,Gujrat,9.9,2017,"34,000",Petrol,800,Manual
Suzuki,Wagon,Gujranwala,15.5,2017,"100,000",Petrol,1000,Manual
Suzuki,Mehran,Lahore,7.35,2013,"33,500",Petrol,800,Manual
Suzuki,Mehran,Lahore,6.7,2016,"65,000",Petrol,800,Manual
Suzuki,Alto,Karachi,11.5,2010,"95,000",Petrol,660,Automatic
Suzuki,Cultus,Karachi,7.9,2010,"103,000",Petrol,1000,Manual
Suzuki,Swift,Lahore,13.25,2012,"88,000",Petrol,1300,Manual
Suzuki,Every,Gujranwala,15.5,2015,"50,000",Petrol,660,Manual
Suzuki,Swift,Lahore,22.5,2020,"16,000",Petrol,1300,Automatic
Suzuki,Wagon,Lahore,13.75,2012,"87,000",Petrol,660,Automatic
Suzuki,Cultus,Islamabad,13.5,2015,"93,590",Petrol,1000,Manual
Suzuki,Mehran,Bahawalpur,6.5,2013,"89,000",Petrol,800,Manual
Suzuki,Cultus,Rawalpindi,13.5,2016,"49,000",Petrol,1000,Manual
Suzuki,Baleno,Rawalpindi,7,2001,"62,100",Petrol,1600,Manual
Suzuki,Mehran,Lahore,10.99,2019,"12,900",Petrol,800,Manual
Suzuki,Every,Gujranwala,,2015,"18,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,18.8,2015,"34,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,21.25,2015,"22,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,18.9,2017,"26,000",Petrol,660,Automatic
Suzuki,Bolan,Peshawar,8.4,2014,"25,000",Petrol,800,Manual
Suzuki,Cultus,Rawalpindi,19.25,2019,"55,381",Petrol,1000,Manual
Suzuki,Swift,Lahore,28,2017,"27,000",Petrol,1000,Manual
Suzuki,Every,Gujranwala,,2017,"30,000",Petrol,660,Automatic
Suzuki,Mehran,Bahawalpur,7.6,2014,"25,000",Petrol,800,Manual
Suzuki,Wagon,Karachi,,2018,"2,000",Hybrid,660,Automatic
Suzuki,Alto,Peshawar,,2018,"95,000",Petrol,660,Automatic
Suzuki,Wagon,Lahore,14.8,2018,"50,657",Petrol,1000,Manual
Suzuki,Liana,Lahore,9.45,2007,"98,000",Petrol,1300,Manual
Suzuki,Alto,Rawalpindi,13.35,2013,"99,500",Petrol,660,Automatic
Suzuki,Swift,Islamabad,16.4,2014,"92,000",Petrol,1300,Manual
Suzuki,Margalla,Rawalpindi,7.5,1993,"38,000",Petrol,1300,Manual
Suzuki,Alto,Rawalpindi,5.85,2006,"150,444",Petrol,1000,Manual
Suzuki,Every,Lahore,15.65,2016,"169,408",Petrol,660,Automatic
Suzuki,Alto,Swat,14,2021,"13,000",Petrol,660,Manual
Suzuki,Mehran,Lahore,8.75,2017,"46,500",Petrol,800,Manual
Suzuki,Swift,Lahore,12.5,2011,"110,000",Petrol,1300,Manual
Suzuki,Cultus,Lahore,22.3,2021,10,Petrol,1000,Automatic
Suzuki,Alto,Peshawar,19,2018,"20,000",Petrol,660,Automatic
Suzuki,Every,Lahore,13.5,2012,"97,000",Petrol,660,Automatic
Suzuki,Alto,Dunia Pur,13,2011,"120,000",Petrol,660,Automatic
Suzuki,Jimny,Islamabad,16.5,1998,"94,000",Petrol,1300,Automatic
Suzuki,Alto,Karachi,5.65,2009,"90,000",Petrol,1000,Manual
Suzuki,Alto,Rawalpindi,5.85,2007,"100,000",Petrol,1000,Manual
Suzuki,Bolan,Nankana sahib,7.15,2014,"73,000",Petrol,800,Manual
Suzuki,Alto,Karachi,6,2008,"88,400",Petrol,1000,Manual
Suzuki,Wagon,Gujranwala,12,2011,"159,878",Petrol,660,Automatic
Suzuki,Cultus,Karachi,7.25,2008,"90,000",Petrol,1000,Manual
Suzuki,Swift,Sahiwal,15.25,2013,"85,000",Petrol,1300,Manual
Suzuki,Cultus,Lahore,11,2012,"125,000",Petrol,1000,Manual
Suzuki,Liana,Tandiliyawala,10.5,2007,"153,000",Petrol,1300,Manual
Suzuki,Cultus,Islamabad,11.5,2013,"106,000",Petrol,1000,Manual
Suzuki,Alto,Karachi,,2019,"70,000",Petrol,660,Automatic
Suzuki,Every,Karachi,21,2016,"31,872",Petrol,660,Automatic
Suzuki,Every,Karachi,11.5,2011,"101,967",Petrol,660,Automatic
Suzuki,Hustler,Faisalabad,25.5,2018,"8,180",Petrol,660,Automatic
Suzuki,Every,Karachi,16,2017,"107,000",Petrol,660,Automatic
Suzuki,Wagon,Lahore,15.5,2017,"22,778",Petrol,1000,Manual
Suzuki,Alto,Lahore,13,2012,"100,000",Petrol,660,Automatic
Suzuki,Wagon,Lahore,14.5,2013,"93,000",Petrol,660,Automatic
Suzuki,Ravi,Muzaffarabad,10.9,2021,600,Petrol,800,Manual
Suzuki,Every,Rawalpindi,16.85,2016,"148,000",Petrol,660,Automatic
Suzuki,Wagon,Rawalpindi,16.95,2015,"10,250",Petrol,660,Automatic
Suzuki,Every,Rawalpindi,16.95,2017,"148,000",Petrol,660,Automatic
Suzuki,Every,Lahore,17.65,2016,"92,000",Petrol,660,Automatic
Suzuki,Wagon,Faisalabad,12.7,2014,"63,875",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,8.4,2014,"100,000",Petrol,800,Manual
Suzuki,Wagon,Lahore,14.25,2014,"79,000",Petrol,660,Automatic
Suzuki,Alto,Islamabad,6.15,2006,"65,000",Petrol,1000,Manual
Suzuki,Mehran,Karachi,3.5,1998,"64,000",Petrol,800,Manual
Suzuki,Alto,Peshawar,8.9,2012,"100,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,13.5,2015,"93,590",Petrol,1000,Manual
Suzuki,Bolan,Nowshera cantt,7.3,2008,"153,760",Petrol,800,Manual
Suzuki,Cultus,Karachi,4.7,2002,"64,000",Petrol,1000,Manual
Suzuki,Liana,Gujranwala,8.2,2007,"100,000",Petrol,1300,Manual
Suzuki,Alto,Karachi,8.95,2007,"63,200",Petrol,660,Automatic
Suzuki,Alto,Abbottabad,7.2,2008,"60,000",Petrol,1000,Manual
Suzuki,Mehran,Rawalpindi,5.5,2007,"145,000",Petrol,800,Manual
Suzuki,Khyber,Lahore,3.75,1996,"523,869",CNG,1000,Manual
Suzuki,Potohar,Rawalpindi,9.3,2006,"175,500",Petrol,1000,Manual
Suzuki,Mehran,Faisalabad,4,2005,"64,000",Petrol,800,Manual
Suzuki,Mehran,Faisalabad,5.15,2007,"62,000",Petrol,800,Manual
Suzuki,Swift,Narowal,14.5,2012,"104,000",Petrol,1300,Manual
Suzuki,Mehran,Harappa,8.95,2018,"53,000",Petrol,800,Manual
Suzuki,Wagon,Nowshera,16.5,2015,"43,000",Petrol,660,Automatic
Suzuki,Mehran,Khairpur Mir,5.45,2013,"65,000",Petrol,800,Manual
Suzuki,Mehran,Khanpur,9.45,2018,"33,400",Petrol,800,Manual
Suzuki,Cultus,Karachi,19.8,2021,"6,000",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,7.3,2013,"38,000",Petrol,800,Manual
Suzuki,Liana,Karachi,6.35,2006,"83,000",Petrol,1300,Manual
Suzuki,Cultus,Lahore,22.5,2021,10,Petrol,1000,Automatic
Suzuki,Cultus,Lahore,,2021,5,Petrol,1000,Manual
Suzuki,Wagon,Lahore,18.5,2021,10,Petrol,1000,Manual
Suzuki,Cultus,Lahore,,2021,10,Petrol,1000,Manual
Suzuki,Every,Karachi,15,2015,"99,000",Petrol,660,Manual
Suzuki,Mehran,Rawalpindi,5.55,2005,"60,000",Petrol,800,Manual
Suzuki,Swift,Islamabad,19.75,2018,"46,800",Petrol,1300,Automatic
Suzuki,Swift,Rawalpindi,20.4,2018,"70,000",Petrol,1300,Automatic
Suzuki,Alto,Lahore,9.5,2011,"78,000",Petrol,1000,Manual
Suzuki,Alto,Karachi,6.8,2008,"110,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,11.5,2014,"56,000",Petrol,1000,Manual
Suzuki,Wagon,Karachi,21.5,2019,"9,000",Petrol,660,Automatic
Suzuki,Ravi,Islamabad,8.95,2019,"10,230",Petrol,800,Manual
Suzuki,Alto,Sargodha,6,2005,"158,000",Petrol,1000,Manual
Suzuki,Every,Gujranwala,16,2015,"60,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,23.5,2016,"47,000",Petrol,660,Automatic
Suzuki,Alto,Islamabad,14.25,2014,112,Petrol,660,Automatic
Suzuki,Mehran,Wah cantt,8.15,2016,"86,000",Petrol,800,Manual
Suzuki,Cultus,Islamabad,11.3,2012,"30,000",Petrol,1000,Manual
Suzuki,Mehran,Karachi,6,2012,"70,000",Petrol,800,Manual
Suzuki,Baleno,Nowshera,7.5,2002,"65,000",Petrol,1300,Manual
Suzuki,Alto,Sargodha,7.65,2010,"65,000",Petrol,1000,Manual
Suzuki,Alto,Islamabad,6.25,2007,"64,000",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,8.35,2013,"4,100",Petrol,800,Manual
Suzuki,Cultus,Islamabad,13.5,2015,"93,590",Petrol,1000,Manual
Suzuki,Wagon,Sialkot,19.65,2021,"6,300",Petrol,1000,Automatic
Suzuki,Mehran,Peshawar,6.45,2010,"45,700",Petrol,800,Manual
Suzuki,Cultus,Rawalpindi,19.8,2021,21,Petrol,1000,Manual
Suzuki,Alto,Gujranwala,16.8,2021,"12,000",Petrol,660,Automatic
Suzuki,Mehran,Islamabad,3.65,2000,"54,000",Petrol,800,Manual
Suzuki,Bolan,Peshawar,11.15,2018,"4,000",Petrol,800,Manual
Suzuki,Cultus,Peshawar,12.2,2014,"50,400",Petrol,1000,Manual
Suzuki,Cultus,D.G.Khan,18.5,2018,"40,000",Petrol,1000,Manual
Suzuki,Liana,Lahore,8,2007,"56,000",Petrol,1300,Manual
Suzuki,Mehran,Rawalpindi,7.65,2012,"60,000",Petrol,800,Manual
Suzuki,Cultus,Karachi,12.55,2016,"70,000",Petrol,1000,Manual
Suzuki,Cultus,Sialkot,20,2019,"30,000",Petrol,1000,Automatic
Suzuki,Swift,Lahore,18.9,2018,"34,000",Petrol,1300,Manual
Suzuki,Alto,Lahore,8.65,2009,"152,000",Petrol,1000,Manual
Suzuki,Alto,Islamabad,17.65,2017,"100,239",Petrol,660,Automatic
Suzuki,Wagon,Islamabad,18.4,2016,"78,888",Petrol,660,Automatic
Suzuki,Cultus,Islamabad,16.85,2018,"75,000",Petrol,1000,Manual
Suzuki,Cultus,Faisalabad,13.8,2017,"47,717",Petrol,1000,Manual
Suzuki,Wagon,Lahore,14,2017,"72,000",Petrol,1000,Manual
Suzuki,Wagon,Islamabad,23.15,2017,"29,000",Hybrid,660,Automatic
Suzuki,Mehran,Multan,9.6,2018,"321,465",Petrol,800,Manual
Suzuki,Jimny,Lahore,22.75,2006,"240,000",Petrol,1300,Automatic
Suzuki,Every,Lahore,16.2,2017,"199,922",Petrol,660,Automatic
Suzuki,Cultus,Lahore,10.3,2012,"73,455",Petrol,1000,Manual
Suzuki,Mehran,Lahore,5.6,2007,"85,000",Petrol,800,Manual
Suzuki,Mehran,Lahore,5.1,2007,"85,000",Petrol,800,Manual
Suzuki,Alto,Islamabad,12.35,2021,900,Petrol,660,Manual
Suzuki,Swift,Mardan,18.8,2017,"86,847",Petrol,1300,Manual
Suzuki,Cultus,Karachi,12.4,2016,"55,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,14.6,2017,"93,000",Petrol,1000,Manual
Suzuki,Baleno,Islamabad,9.58,2005,"108,200",Petrol,1300,Manual
Suzuki,Bolan,Tando adam,3.5,1995,"9,957",Petrol,800,Manual
Suzuki,Cultus,Faisalabad,17.95,2019,"25,000",Petrol,1000,Manual
Suzuki,Wagon,Faisalabad,18.4,2020,"6,100",Petrol,1000,Automatic
Suzuki,Liana,Gujranwala,9.55,2006,177,Petrol,1300,Manual
Suzuki,Every,Chiniot,12.8,2012,"150,000",Petrol,660,Automatic
Suzuki,Ravi,Lahore,11.15,2021,"1,000",Petrol,800,Manual
Suzuki,Mehran,Lahore,9.5,2018,"55,000",Petrol,800,Manual
Suzuki,Cultus,Islamabad,14.7,2017,"92,000",Petrol,1000,Manual
Suzuki,FX,Rawalpindi,2.2,1985,"900,000",CNG,800,Manual
Suzuki,Khyber,Islamabad,4.75,1996,"5,500",Petrol,1000,Manual
Suzuki,Mehran,Kazi ahmed,10,2017,"28,000",Petrol,800,Manual
Suzuki,Cultus,Rawalpindi,17.6,2017,"29,000",Petrol,1000,Manual
Suzuki,Swift,Islamabad,17.3,2016,"77,000",Petrol,1300,Manual
Suzuki,Liana,Rawalpindi,9.75,2006,"128,000",Petrol,1300,Manual
Suzuki,Cultus,Karachi,18.5,2020,"20,000",Petrol,1000,Manual
Suzuki,Cultus,Rawalpindi,,2021,15,Petrol,1000,Manual
Suzuki,Alto,Rawalpindi,16.7,2020,"12,137",Petrol,660,Automatic
Suzuki,Cultus,Lahore,7.7,2008,"14,555",Petrol,1000,Manual
Suzuki,Every,Lahore,17,2015,"3,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,18.75,2016,"26,000",Petrol,660,Automatic
Suzuki,Cultus,Islamabad,19.15,2020,"28,800",Petrol,1000,Manual
Suzuki,Wagon,Sahiwal,14.4,2018,"85,480",Petrol,1000,Manual
Suzuki,Wagon,Karachi,13.25,2017,"66,888",Petrol,1000,Manual
Suzuki,Cultus,Karachi,3.25,1988,"125,000",Petrol,1000,Manual
Suzuki,Hustler,Islamabad,22.25,2018,"122,000",Hybrid,660,Automatic
Suzuki,Alto,Islamabad,14.2,2013,"52,000",Petrol,660,Automatic
Suzuki,Every,Sialkot,16.85,2016,"90,000",Petrol,660,Automatic
Suzuki,Alto,Lahore,12.3,2021,10,Petrol,660,Manual
Suzuki,Mehran,Rawalpindi,7.65,2013,"69,000",Petrol,800,Manual
Suzuki,Wagon,Multan,15.75,2018,"480,000",Petrol,1000,Manual
Suzuki,Khyber,Rawalpindi,5.35,1999,"300,000",Petrol,1000,Manual
Suzuki,Every,Lahore,10.85,2010,"103,200",Petrol,660,Automatic
Suzuki,Alto,Mardan,1.6,1987,"980,658",CNG,800,Manual
Suzuki,Mehran,Rawalpindi,5.9,2009,"131,000",Petrol,800,Manual
Suzuki,Margalla,Lahore,5.25,1998,"175,000",Petrol,1300,Manual
Suzuki,Mehran,Sialkot,7.5,2014,"47,000",Petrol,800,Manual
Suzuki,Cultus,Islamabad,10.95,2011,"100,000",Petrol,1000,Manual
Suzuki,Mehran,Lahore,3.9,2002,1,Petrol,800,Manual
Suzuki,Mehran,Lahore,6.1,2012,"84,000",Petrol,800,Manual
Suzuki,Cultus,Karachi,9.6,2012,"78,000",Petrol,1000,Manual
Suzuki,Mehran,Layyah,9.9,2018,"44,000",Petrol,800,Manual
Suzuki,Alto,Lahore,6.7,2007,"195,000",Petrol,1000,Manual
Suzuki,Alto,Abbottabad,6.6,2007,"100,000",Petrol,1000,Manual
Suzuki,Swift,Lahore,18,2018,"51,300",Petrol,1300,Manual
Suzuki,Every,Peshawar,13.8,2016,"88,133",Petrol,660,Automatic
Suzuki,Cultus,Lahore,7.5,2007,"119,000",Petrol,1000,Manual
Suzuki,Alto,Karachi,5,2004,"250,000",Petrol,1000,Manual
Suzuki,Mehran,Lahore,5.75,2009,"86,000",Petrol,800,Manual
Suzuki,Mehran,Rawalpindi,6.15,2008,"77,893",Petrol,800,Manual
Suzuki,Cultus,Lahore,7.5,2007,"119,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,13.8,2015,"79,000",Petrol,1000,Manual
Suzuki,Xbee,Karachi,29,2018,"28,500",Hybrid,1000,Automatic
Suzuki,Alto,Islamabad,8.45,2007,"180,000",Petrol,660,Automatic
Suzuki,Palette,Islamabad,12.8,2012,"111,400",Petrol,660,Automatic
Suzuki,Mehran,Lahore,4.75,2007,"326,000",Petrol,800,Manual
Suzuki,Cultus,Lahore,18.3,2021,1,Petrol,1000,Manual
Suzuki,Wagon,Lahore,15.3,2021,1,Petrol,1000,Manual
Suzuki,Alto,Lahore,13.35,2021,1,Petrol,660,Manual
Suzuki,Cultus,Lahore,22.5,2021,1,Petrol,1000,Automatic
Suzuki,Ravi,Lahore,10.34,2021,1,Petrol,800,Manual
Suzuki,Bolan,Lahore,10.49,2021,1,Petrol,800,Manual
Suzuki,Wagon,Lahore,16.1,2021,1,Petrol,1000,Manual
Suzuki,Hustler,Islamabad,21.85,2018,"28,000",Petrol,660,Automatic
Suzuki,Liana,Bahawalpur,8.4,2006,"146,000",Petrol,1300,Manual
Suzuki,Wagon,Islamabad,14.5,2014,"81,000",Petrol,660,Automatic
Suzuki,Swift,Lahore,13.9,2012,"84,000",Petrol,1300,Manual
Suzuki,Mehran,Lahore,4.2,2006,"96,000",Petrol,800,Manual
Suzuki,Every,Faisalabad,17.25,2017,"44,900",Petrol,660,Manual
Suzuki,Cultus,Gujranwala,13.85,2016,"81,000",Petrol,1000,Manual
Suzuki,Wagon,Faisalabad,14.8,2017,"88,000",Petrol,1000,Manual
Suzuki,Wagon,Lahore,15.9,2018,"62,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,8,2011,"200,000",Petrol,1000,Manual
Suzuki,Cultus,Rawalpindi,6,2005,"100,000",Petrol,1000,Manual
Suzuki,Every,Islamabad,19.5,2017,"72,500",Petrol,660,Automatic
Suzuki,Cultus,Lahore,10.95,2013,"25,000",Petrol,1000,Manual
Suzuki,Mehran,Gujranwala,8.25,2017,"60,000",Petrol,800,Manual
Suzuki,Wagon,Lahore,15,2018,"71,000",Petrol,1000,Manual
Suzuki,Liana,Islamabad,9.3,2007,"95,000",Petrol,1300,Manual
Suzuki,Cultus,Islamabad,12.5,2016,"92,000",Petrol,1000,Manual
Suzuki,Swift,Abbottabad,20.65,2020,"16,500",Petrol,1300,Manual
Suzuki,Mehran,Kashmir,5.25,2003,"46,500",Petrol,800,Manual
Suzuki,Bolan,Islamabad,10.2,2016,"55,000",Petrol,800,Manual
Suzuki,Swift,Karachi,16.95,2016,"80,000",Petrol,1300,Manual
Suzuki,Alto,Rawalpindi,9.95,2012,1,Petrol,1000,Manual
Suzuki,Mehran,Lahore,7.95,2015,"35,031",Petrol,800,Manual
Suzuki,Khyber,Rawalpindi,4.8,1997,"196,000",Petrol,1000,Manual
Suzuki,Cultus,Faisalabad,6.25,2006,"3,200",Petrol,1000,Manual
Suzuki,Wagon,Lahore,12.94,2014,"67,000",Petrol,1000,Manual
Suzuki,Ciaz,Islamabad,22.75,2017,"80,000",Petrol,1400,Automatic
Suzuki,Wagon,Pak pattan sharif,15,2018,"52,106",Petrol,1000,Manual
Suzuki,Swift,Rawalpindi,21.5,2020,"80,000",Petrol,1300,Manual
Suzuki,Mehran,Peshawar,6.1,2011,"68,072",Petrol,800,Manual
Suzuki,Every,Gujranwala,,2017,"1,800",Petrol,660,Automatic
Suzuki,Wagon,Lahore,14.95,2014,"82,000",Petrol,660,Automatic
Suzuki,Swift,Islamabad,17.45,2018,"82,636",Petrol,1300,Manual
Suzuki,Alto,Multan,18,2019,"54,816",Petrol,660,Automatic
Suzuki,Every,Gujranwala,17.5,2017,"35,000",Petrol,660,Manual
Suzuki,Every,Gujranwala,17.25,2016,"35,000",Petrol,660,Automatic
Suzuki,Mehran,Karachi,4.1,2007,"76,000",CNG,800,Manual
Suzuki,Jimny,Bahawalpur,45,2020,"10,000",Petrol,1500,Manual
Suzuki,Swift,Lahore,20.1,2019,"62,000",Petrol,1300,Automatic
Suzuki,Jimny,Bahawalpur,30.5,2017,"23,000",Petrol,1300,Manual
Suzuki,Swift,Islamabad,20,2019,"40,283",Petrol,1300,Manual
Suzuki,Alto,Faisalabad,16.5,2019,"2,699",Petrol,660,Manual
Suzuki,Cultus,Karachi,10.95,2014,"90,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,13,2015,"49,000",Petrol,1000,Manual
Suzuki,Jimny,Peshawar,7.9,1989,"86,000",Petrol,1000,Manual
Suzuki,Bolan,Lahore,7.2,2011,"80,000",Petrol,800,Manual
Suzuki,Cultus,Topi,6.6,2006,123,Petrol,1000,Manual
Suzuki,Mehran,Islamabad,6.25,2011,"90,000",Petrol,800,Manual
Suzuki,Bolan,Haripur,7.3,2012,"93,500",Petrol,800,Manual
Suzuki,Cultus,Larkana,18,2019,"47,000",Petrol,1000,Manual
Suzuki,Ravi,Faisalabad,3.5,1993,"100,000",Petrol,800,Manual
Suzuki,Wagon,Multan,13.2,2015,1,Petrol,1000,Manual
Suzuki,Cultus,Multan,11,2014,"34,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,12.3,2013,"87,000",Petrol,1000,Manual
Suzuki,Khyber,Karachi,2.95,1997,"67,000",CNG,1000,Manual
Suzuki,Every,Gujranwala,16.5,2021,"108,000",Petrol,660,Manual
Suzuki,Jimny,Multan,14,1999,"60,000",Petrol,1300,Automatic
Suzuki,Cultus,Attock,13.9,2016,"74,000",Petrol,1000,Manual
Suzuki,Khyber,Karachi,3.95,1998,"71,000",Petrol,1000,Manual
Suzuki,Wagon,Karachi,7.6,2006,"117,333",Petrol,660,Automatic
Suzuki,Mehran,Okara,6.9,2014,"58,000",Petrol,800,Manual
Suzuki,Alto,Lahore,15.75,2019,"8,400",Petrol,660,Automatic
Suzuki,Mehran,Peshawar,8.7,2016,"95,000",Petrol,800,Manual
Suzuki,Alto,Lahore,15.65,2019,"14,000",Petrol,660,Automatic
Suzuki,Cultus,Lahore,5.45,2005,"50,000",Petrol,1000,Manual
Suzuki,Swift,Karachi,16.25,2016,"36,500",Petrol,1300,Manual
Suzuki,Cultus,Islamabad,13.8,2017,"79,500",Petrol,1000,Manual
Suzuki,Every,Lahore,16.75,2015,"69,000",Petrol,660,Automatic
Suzuki,Mehran,Bahawalpur,11.3,2019,"21,000",Petrol,800,Manual
Suzuki,Hustler,Karachi,15.25,2015,"40,000",Petrol,660,Automatic
Suzuki,Mehran,Islamabad,6.6,2013,"100,000",Petrol,800,Manual
Suzuki,Mehran,Islamabad,9.6,2017,"78,800",Petrol,800,Manual
Suzuki,Xbee,Lahore,33,2019,"5,047",Hybrid,1000,Automatic
Suzuki,Alto,Rawalpindi,17.8,2017,"85,000",Petrol,660,Automatic
Suzuki,Jimny,Islamabad,16.95,2012,"200,000",Petrol,660,Automatic
Suzuki,Wagon,Mardan,20.8,2017,"25,000",Hybrid,660,Automatic
Suzuki,Cultus,Lahore,19.7,2021,1,Petrol,1000,Manual
Suzuki,Hustler,Lahore,18,2015,"76,000",Petrol,660,Automatic
Suzuki,Cultus,Lahore,20,2021,10,Petrol,1000,Manual
Suzuki,Cultus,Lahore,11.35,2015,"84,000",Petrol,1000,Manual
Suzuki,Bolan,Rawalpindi,7,2016,"40,000",Petrol,800,Manual
Suzuki,Mehran,Multan,4.3,2008,18,Petrol,800,Manual
Suzuki,Swift,Rawalpindi,11.5,2010,"112,500",Petrol,1300,Manual
Suzuki,Swift,Rawalpindi,18.9,2018,"60,000",Petrol,1300,Manual
