make,model,city,price,year,km,type,cc,mode
Suzuki,Alto,Islamabad,14.15,2015,"204,000",Petrol,660,Manual
Suzuki,Wagon,Lahore,19.75,2017,"74,000",Hybrid,660,Automatic
Suzuki,Alto,Haripur,5,2004,"98,000",Petrol,1000,Manual
Suzuki,Alto,Peshawar,22.5,2017,"8,000",Petrol,660,Manual
Suzuki,Alto,Malakand Agency,8,2008,"100,000",Petrol,1000,Manual
Suzuki,Alto,Wah cantt,6.5,2005,"85,000",Petrol,1000,Manual
Suzuki,Alto,Lahore,16.15,2017,"64,000",Petrol,660,Automatic
Suzuki,Mehran,Islamabad,6.55,2013,"62,000",Petrol,800,Manual
Suzuki,Cultus,Mandi bahauddin,5.85,2004,"96,000",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,7.75,2013,"47,270",Petrol,800,Manual
Suzuki,Mehran,Lahore,6.55,2014,"107,000",Petrol,800,Manual
Suzuki,Wagon,Gujranwala,12.9,2015,"111,200",Petrol,1000,Manual
Suzuki,Margalla,Lahore,3.5,1993,"61,861",Petrol,1300,Manual
Suzuki,Mehran,Lahore,7.9,2015,"48,000",Petrol,800,Manual
Suzuki,Wagon,Peshawar,15.3,2017,"75,200",Petrol,1000,Manual
Suzuki,Alto,Taxila,9,2010,"157,000",Petrol,1000,Manual
Suzuki,Wagon,Lahore,16,2021,"2,000",Petrol,1000,Manual
Suzuki,Every,Fateh pur,14.95,2010,"115,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,16.75,2016,"64,000",Petrol,660,Automatic
Suzuki,Liana,Faisalabad,7.3,2007,"60,000",Petrol,1300,Manual
Suzuki,Alto,Lower Dir,8.1,2010,123,Petrol,1000,Manual
Suzuki,Alto,Gujranwala,9.8,2007,"140,000",Petrol,660,Automatic
Suzuki,Cultus,Mandi bahauddin,5.9,2004,"97,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,15.5,2018,"70,000",Petrol,1000,Manual
Suzuki,Alto,Hyderabad,6.9,2005,"79,000",Petrol,1000,Manual
Suzuki,Cultus,Multan,16.25,2018,"63,500",Petrol,1000,Manual
Suzuki,Bolan,Sialkot,11.25,2019,"7,500",Petrol,800,Manual
Suzuki,Cultus,Lahore,19.5,2021,1,Petrol,1000,Manual
Suzuki,Mehran,Mian Channu,5.9,2012,"68,500",Petrol,800,Manual
Suzuki,Mehran,Lahore,8.6,2016,"40,000",Petrol,800,Manual
Suzuki,Cultus,Lahore,7.5,2008,"71,755",Petrol,1000,Manual
Suzuki,Bolan,Lahore,6,2008,"98,399",Petrol,800,Manual
Suzuki,Wagon,Lahore,22,2018,"25,867",Hybrid,660,Automatic
Suzuki,Bolan,Raiwind,9.5,2017,"53,849",Petrol,800,Manual
Suzuki,Wagon,Raiwind,14.5,2016,"16,747",Petrol,1000,Manual
Suzuki,Mehran,Lahore,8.5,2017,"83,000",Petrol,800,Manual
Suzuki,Mehran,Lahore,9,2018,"31,489",Petrol,800,Manual
Suzuki,Alto,Lahore,6,2005,"203,159",Petrol,1000,Manual
Suzuki,Cultus,Lahore,6.7,2005,"155,897",Petrol,1000,Manual
Suzuki,Swift,Haripur,15,2013,"113,000",Petrol,1300,Manual
Suzuki,Cultus,Lahore,12.75,2015,"86,000",Petrol,1000,Manual
Suzuki,Ravi,Karachi,7,2016,"60,130",Petrol,800,Manual
Suzuki,Mehran,Islamabad,5.75,2006,"80,000",Petrol,800,Manual
Suzuki,Mehran,Islamabad,5.7,2007,"57,000",CNG,800,Manual
Suzuki,Cultus,Karachi,7,2008,"100,000",Petrol,1000,Manual
Suzuki,Alto,Peshawar,,2018,"94,000",Petrol,660,Automatic
Suzuki,Alto,Multan,14.15,2021,"3,500",Petrol,660,Manual
Suzuki,Cultus,Karachi,12.25,2016,"81,000",Petrol,1000,Manual
Suzuki,Cultus,Peshawar,10.3,2012,"51,800",Petrol,1000,Manual
Suzuki,Alto,Karachi,5.95,2007,"200,000",CNG,1000,Manual
Suzuki,Mehran,Layyah,3.5,1990,20,Petrol,800,Manual
Suzuki,Mehran,Karachi,6,2012,"17,500",Petrol,800,Manual
Suzuki,Cultus,Multan,12.3,2015,"86,000",Petrol,1000,Manual
Suzuki,Alto,Attock,16.5,2016,"50,000",Petrol,660,Manual
Suzuki,Mehran,Islamabad,6.5,2008,"89,000",Petrol,800,Manual
Suzuki,Sj,Rawalpindi,9.95,1988,"250,000",Petrol,1300,Manual
Suzuki,Mehran,Wah cantt,6.4,2010,"72,000",Petrol,800,Manual
Suzuki,Cultus,Lahore,7.9,2009,124,Petrol,1000,Manual
Suzuki,Cultus,Karachi,20.8,2020,"25,000",Petrol,1000,Automatic
Suzuki,Cultus,Karachi,19.7,2020,"15,000",Petrol,1000,Manual
Suzuki,Swift,Karachi,19.1,2019,"30,000",Petrol,1300,Manual
Suzuki,Cultus,Peshawar,8.65,2009,123,CNG,1000,Manual
Suzuki,Swift,Islamabad,15.75,2014,"160,000",Petrol,1300,Automatic
Suzuki,Every,Gujranwala,,2016,"30,000",Petrol,660,Automatic
Suzuki,Wagon,Lahore,15,2018,"83,228",Petrol,1000,Manual
Suzuki,Spacia,Lahore,13.95,2014,"83,347",Petrol,660,Automatic
Suzuki,Alto,Islamabad,15.6,2014,"85,545",Petrol,660,Automatic
Suzuki,Mehran,Karachi,8.1,2015,"62,000",Petrol,800,Manual
Suzuki,Liana,Multan,9.5,2009,"180,000",Petrol,1600,Automatic
Suzuki,Every,Lahore,16.75,2017,"98,777",Petrol,660,Automatic
Suzuki,Alto,Lahore,9.25,2007,"94,000",Petrol,660,Automatic
Suzuki,Every,Lahore,16.95,2017,"112,173",Petrol,660,Automatic
Suzuki,Every,Lahore,16.6,2017,"149,297",Petrol,660,Automatic
Suzuki,Alto,Lahore,7.6,2008,"85,000",CNG,1000,Manual
Suzuki,Cultus,Lahore,8.99,2008,"88,000",Petrol,1000,Manual
Suzuki,Alto,Islamabad,11,2007,"84,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,,2016,"32,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,,2017,"30,000",Petrol,660,Automatic
Suzuki,Cultus,Gujranwala,12.95,2015,"47,000",Petrol,1000,Manual
Suzuki,Alto,Karachi,6.8,2010,"150,000",Petrol,1000,Manual
Suzuki,Every,Daska,17.45,2016,"75,000",Petrol,660,Automatic
Suzuki,Alto,Quetta,5.15,2001,220,Petrol,1000,Manual
Suzuki,Bolan,Rawalpindi,5.9,2006,"100,000",Petrol,800,Manual
Suzuki,Cultus,Lahore,9.95,2012,"60,000",Petrol,1000,Manual
Suzuki,Alto,Chakwal,8.85,2008,"71,000",Petrol,1000,Manual
Suzuki,Cultus,Multan,11.5,2013,"50,000",Petrol,1000,Manual
Suzuki,Bolan,Islamabad,4.5,2005,"100,000",Petrol,800,Manual
Suzuki,Mehran,Lahore,4.3,2007,"100,000",Petrol,800,Manual
Suzuki,Margalla,Toba Tek Singh,5.4,1997,16,Petrol,1300,Manual
Suzuki,Alto,Peshawar,8,2012,"150,000",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,9.7,2017,"62,000",Petrol,800,Manual
Suzuki,Bolan,Chakwal,12.5,2019,"23,000",Petrol,800,Manual
Suzuki,Alto,Karachi,7.5,2011,"65,000",Petrol,1000,Manual
Suzuki,Baleno,Islamabad,8.1,2004,"131,000",Petrol,1300,Manual
Suzuki,Alto,Karachi,12.25,2021,1,Petrol,660,Manual
Suzuki,Bolan,Sialkot,6.2,2015,"60,000",Petrol,800,Manual
Suzuki,FX,Islamabad,25,1987,"200,000",Petrol,800,Manual
Suzuki,Mehran,Rawalpindi,5.65,2007,"65,850",Petrol,800,Manual
Suzuki,Mehran,Islamabad,4.65,2006,"150,000",Petrol,800,Manual
Suzuki,Mehran,Rawalpindi,8.3,2016,"90,000",Petrol,800,Manual
Suzuki,Mehran,Rawalpindi,5.7,2006,"35,000",Petrol,800,Manual
Suzuki,APV,Lahore,32.95,2018,"7,884",Petrol,1500,Manual
Suzuki,Alto,Islamabad,18.85,2017,"22,000",Petrol,660,Automatic
Suzuki,Every,Gujranwala,,2016,"75,000",Petrol,660,Automatic
Suzuki,Cultus,Karachi,15.75,2017,"35,000",Petrol,1000,Manual
Suzuki,Cultus,Karachi,16.5,2017,"45,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,19.6,2021,1,Petrol,1000,Manual
Suzuki,Every,Gujranwala,18.9,2017,"26,000",Petrol,660,Automatic
Suzuki,Wagon,Gujranwala,20.5,2017,"20,000",Hybrid,660,Automatic
Suzuki,Wagon,Lahore,17.4,2021,1,Petrol,1000,Manual
Suzuki,Wagon,Lahore,17.75,2021,10,Petrol,1000,Manual
Suzuki,Mehran,Islamabad,9.3,2017,"60,000",Petrol,800,Manual
Suzuki,Cultus,Hyderabad,16.5,2018,"44,000",Petrol,1000,Manual
Suzuki,Khyber,Karachi,3.35,1997,"70,000",Petrol,1000,Manual
Suzuki,Cultus,Faisalabad,5.85,2007,"45,000",Petrol,1000,Manual
Suzuki,Alto,Wah cantt,15,2021,"2,500",Petrol,660,Manual
Suzuki,Wagon,Rawalpindi,16,2017,"53,000",Petrol,1000,Manual
Suzuki,Cultus,Hyderabad,18.6,2019,"45,000",Petrol,1000,Manual
Suzuki,Alto,Kohat,6,2004,"150,000",Petrol,1000,Manual
Suzuki,Bolan,Gujranwala,10.4,2019,"39,258",Petrol,800,Manual
Suzuki,Wagon,Sialkot,16.25,2016,"45,000",Petrol,660,Automatic
Suzuki,Cultus,Karachi,11.45,2015,"66,000",Petrol,1000,Manual
Suzuki,Ravi,Sadiqabad,10.35,2018,"21,550",Petrol,800,Manual
Suzuki,Kizashi,Sialkot,34.75,2015,"65,000",Petrol,2400,Automatic
Suzuki,Mehran,Karachi,4.2,2006,"150,000",Petrol,800,Manual
Suzuki,Khyber,Karachi,2.9,1988,11,Petrol,1300,Manual
Suzuki,Cultus,Bahawalpur,12.85,2016,"68,500",Petrol,1000,Manual
Suzuki,Swift,Karachi,16.8,2017,"52,000",Petrol,1300,Manual
Suzuki,Wagon,Gojra,9.5,2013,"110,000",Petrol,660,Automatic
Suzuki,Alto,Peshawar,14.2,2012,"113,905",Petrol,660,Automatic
Suzuki,Cultus,Jhang,1.57,2019,"55,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,7.98,2007,"150,000",Petrol,1000,Manual
Suzuki,Alto,Jaranwala,8.2,2010,"175,000",Petrol,1000,Manual
Suzuki,Wagon,Faisalabad,15.45,2019,"52,000",Petrol,1000,Manual
Suzuki,Cultus,Jhelum,7.5,2006,"80,000",Petrol,1000,Manual
Suzuki,Every,Lahore,11.5,2016,"65,000",Petrol,660,Automatic
Suzuki,Alto,Karachi,7.9,2011,"96,000",Petrol,1000,Manual
Suzuki,Mehran,Karachi,8,2016,"220,000",Petrol,800,Manual
Suzuki,Cultus,Lahore,22.35,2021,10,Petrol,1000,Automatic
Suzuki,Cultus,Rawalpindi,10.3,2012,"122,060",Petrol,1000,Manual
Suzuki,Cultus,Lahore,20,2021,10,Petrol,1000,Manual
Suzuki,Baleno,Karachi,6.5,2007,"150,000",Petrol,1300,Manual
Suzuki,Xbee,Lahore,32.9,2019,"18,761",Hybrid,1000,Automatic
Suzuki,Every,Gujranwala,,2016,"80,000",Petrol,660,Automatic
Suzuki,Every,Lahore,16.75,2017,"159,934",Petrol,660,Automatic
Suzuki,Every,Lahore,16.95,2016,"115,370",Petrol,660,Automatic
Suzuki,Swift,Rawalpindi,20.25,2018,"40,000",Petrol,1300,Automatic
Suzuki,Swift,Karachi,,2019,"52,000",Petrol,1000,Automatic
Suzuki,Swift,Karachi,,2016,"110,000",Petrol,1300,Manual
Suzuki,Cultus,Karachi,12.5,2017,"86,000",Petrol,1000,Manual
Suzuki,Khyber,Islamabad,2.95,1993,"100,000",CNG,1000,Manual
Suzuki,Cultus,Karachi,5.5,2005,"50,000",Petrol,1000,Manual
Suzuki,Every,Karachi,10.5,2009,50,Petrol,660,Automatic
Suzuki,Cultus,Jalalpur Pirwala,16.25,2018,"38,000",Petrol,1000,Manual
Suzuki,Cultus,Bhakkar,1.36,2016,"35,000",Petrol,1000,Manual
Suzuki,Alto,Islamabad,7.8,2021,"2,900",Petrol,660,Manual
Suzuki,Alto,Peshawar,13.6,2019,"41,000",Petrol,660,Manual
Suzuki,Mehran,Bahawalpur,7.9,2018,"42,000",Petrol,800,Manual
Suzuki,Cultus,Karachi,10.9,2015,"68,000",Petrol,1000,Manual
Suzuki,Bolan,Lodhran,8.5,2016,"88,000",Petrol,800,Manual
Suzuki,Vitara,Karachi,34.5,2017,"60,000",Petrol,1600,Automatic
Suzuki,Alto,Islamabad,15.8,2014,"61,000",Petrol,660,Automatic
Suzuki,Cultus,Karachi,11.75,2015,"91,200",Petrol,1000,Manual
Suzuki,Wagon,Faisalabad,12.9,2017,"100,000",Petrol,1000,Manual
Suzuki,Liana,Rahwali,8.8,2006,"101,300",Petrol,1300,Manual
Suzuki,Cultus,Karachi,6.75,2007,"42,000",Petrol,1000,Manual
Suzuki,Khyber,Lahore,4.75,1995,"44,200",Petrol,1000,Manual
Suzuki,Alto,Karachi,15.25,2015,"91,000",Petrol,660,Automatic
Suzuki,Cultus,Karachi,6,2007,"72,845",Petrol,1000,Manual
Suzuki,Bolan,Lahore,7,2013,"75,000",Petrol,800,Manual
Suzuki,Wagon,Islamabad,14.6,2016,"81,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,9.75,2013,"89,555",Petrol,1000,Manual
Suzuki,Mehran,Rawalpindi,11.3,2019,"17,000",Petrol,800,Manual
Suzuki,Cultus,Islamabad,12.2,2014,"50,500",Petrol,1000,Manual
Suzuki,Mehran,Peshawar,9.8,2018,"34,000",Petrol,800,Manual
Suzuki,Cultus,Karachi,16.6,2017,"34,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,8.8,2008,"100,000",Petrol,1000,Manual
Suzuki,Cultus,Karachi,11.95,2017,"85,000",Petrol,1000,Manual
Suzuki,Every,Gujranwala,,2017,"25,000",Petrol,660,Manual
Suzuki,Every,Lahore,16.75,2016,"156,463",Petrol,660,Automatic
Suzuki,Every,Lahore,16.85,2017,"120,601",Petrol,660,Automatic
Suzuki,Ciaz,Karachi,20.3,2017,"89,136",Petrol,1400,Manual
Suzuki,Wagon,Rawalpindi,20.5,2017,"30,000",Hybrid,660,Automatic
Suzuki,Every,Karachi,,2009,"160,000",Petrol,1600,Manual
Suzuki,Alto,Karachi,19,2018,"24,007",Petrol,660,Automatic
Suzuki,Cultus,Lahore,7.65,2007,"120,000",Petrol,1000,Manual
Suzuki,Every,Lahore,16.25,2017,"177,582",Petrol,660,Automatic
Suzuki,Alto,Lahore,6,2004,"119,000",Petrol,1000,Manual
Suzuki,Wagon,Islamabad,14.75,2015,"78,000",Petrol,1000,Manual
Suzuki,Alto,Peshawar,13.5,2012,"61,000",Petrol,660,Automatic
Suzuki,Swift,Karachi,18.25,2018,"19,000",Petrol,1300,Manual
Suzuki,Cultus,Lahore,13.9,2016,"64,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,13.45,2016,"64,012",Petrol,1000,Manual
Suzuki,Cultus,Rawalpindi,6.8,2005,"87,526",Petrol,1000,Manual
Suzuki,Baleno,Islamabad,7.9,2005,"101,010",Petrol,1300,Manual
Suzuki,Mehran,Karachi,4.65,2011,"95,000",Petrol,800,Manual
Suzuki,Mehran,Islamabad,9,2015,"50,000",Petrol,800,Manual
Suzuki,Wagon,Karachi,14.8,2019,"14,000",Petrol,1000,Manual
Suzuki,Alto,Lahore,6.5,2009,"250,000",Petrol,1000,Manual
Suzuki,Cultus,Karachi,17.95,2019,"39,500",Petrol,1000,Manual
Suzuki,Swift,Lahore,14.25,2015,"87,000",Petrol,1300,Manual
Suzuki,Wagon,Multan,1.45,2016,19,Petrol,1000,Manual
Suzuki,Swift,Rawalpindi,17.95,2017,"60,000",Petrol,1300,Manual
Suzuki,Jimny,Mandi bahauddin,17,2012,"200,000",Petrol,1300,Manual
Suzuki,Cultus,Chakwal,7.75,2009,"10,100",Petrol,1000,Manual
Suzuki,Mehran,Mansehra,6.1,2011,"75,000",Petrol,800,Manual
Suzuki,Cultus,Islamabad,5.5,2002,"200,000",Petrol,1000,Manual
Suzuki,Swift,Rawalpindi,17.9,2017,"60,000",Petrol,1300,Manual
Suzuki,Ravi,Rawalpindi,7.9,2015,"9,000",Petrol,800,Manual
Suzuki,Liana,Lahore,8.5,2006,"178,000",CNG,1300,Manual
Suzuki,Mehran,Multan,7.5,2015,"80,000",Petrol,800,Manual
Suzuki,Wagon,Lahore,14.4,2017,"630,001",Petrol,1000,Manual
Suzuki,Every,Lahore,16.35,2017,"208,437",Petrol,660,Automatic
Suzuki,Wagon,Islamabad,15.1,2017,"45,000",Petrol,1000,Manual
Suzuki,Alto,Rawalpindi,15.6,2014,"71,000",Petrol,660,Automatic
Suzuki,Alto,Rawalpindi,14.5,2012,"119,000",Petrol,660,Automatic
Suzuki,Every,Rawalpindi,16.8,2016,"149,000",Petrol,660,Automatic
Suzuki,Every,Rawalpindi,15.5,2015,"18,000",Petrol,660,Automatic
Suzuki,Cultus,Multan,17.15,2018,"25,000",Petrol,1000,Manual
Suzuki,Wagon,D.G.Khan,16.8,2020,"23,460",Petrol,1000,Manual
Suzuki,Mehran,Multan,9.3,2018,"41,397",Petrol,800,Manual
Suzuki,Mehran,Multan,9,2018,"54,940",Petrol,800,Manual
Suzuki,Cultus,Lahore,12.85,2016,"39,000",Petrol,1000,Manual
Suzuki,Cultus,Karachi,11.95,2015,"50,000",Petrol,1000,Manual
Suzuki,Cultus,Islamabad,12.9,2014,"70,000",Petrol,1000,Manual
Suzuki,Alto,Lahore,14.2,2021,1,Petrol,660,Manual
Suzuki,Liana,Lahore,12,2011,"97,000",Petrol,1300,Manual
Suzuki,Cultus,Karachi,10.95,2015,"69,000",Petrol,1000,Manual
Suzuki,Swift,Karachi,17.3,2017,"85,000",Petrol,1300,Automatic
Suzuki,Mehran,Karachi,4,2004,"180,000",CNG,800,Manual
Suzuki,Cultus,Wah cantt,6.6,2006,"64,925",CNG,1000,Manual
Suzuki,Cultus,Hala,9.7,2012,"50,000",Petrol,1000,Manual
Suzuki,Cultus,Faisalabad,19.6,2021,72,Petrol,1000,Manual
Suzuki,Cultus,Karachi,11.25,2013,"25,000",Petrol,1000,Manual
Suzuki,Cultus,Mamu kunjan,6.3,2007,"111,276",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,6.4,2011,"60,000",Petrol,800,Manual
Suzuki,Cultus,Quetta,11.25,2011,"57,000",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,6.3,2003,"189,495",Petrol,800,Manual
Suzuki,Swift,Lahore,14.4,2014,"88,324",Petrol,1300,Manual
Suzuki,Alto,Rawalpindi,16.3,2019,"15,000",Petrol,660,Automatic
Suzuki,Cultus,Islamabad,10.8,2012,"88,000",Petrol,1000,Manual
Suzuki,Cultus,Karachi,11.3,2015,"65,000",Petrol,1000,Manual
Suzuki,Wagon,D.G.Khan,16,2018,"74,000",Petrol,1000,Manual
Suzuki,Cultus,Nowshera cantt,6.8,2007,"150,000",CNG,1000,Manual
Suzuki,Alto,Rawalpindi,7.75,2007,"87,000",Petrol,1000,Manual
Suzuki,Mehran,Lahore,3.65,2005,"210,000",Petrol,800,Manual
Suzuki,Mehran,Ranipur,6,2014,"45,000",Petrol,800,Manual
Suzuki,Cultus,Karachi,13.3,2016,"63,700",Petrol,1000,Manual
Suzuki,Liana,Gujrat,9.25,2010,"225,000",Petrol,1300,Manual
Suzuki,Every,Karachi,16.5,2017,"95,000",Petrol,660,Automatic
Suzuki,Alto,Islamabad,13.9,2019,"60,000",Petrol,660,Manual
Suzuki,Bolan,Wah cantt,4.85,2001,"185,000",Petrol,800,Manual
Suzuki,Wagon,Lahore,18.5,2017,"15,000",Petrol,660,Manual
Suzuki,Liana,Lahore,8.5,2006,"206,731",Petrol,1300,Manual
Suzuki,Cultus,Karachi,13.25,2016,"45,000",Petrol,1000,Manual
Suzuki,Cultus,Hyderabad,19,2019,"16,000",Petrol,1000,Automatic
Suzuki,Mehran,Karachi,9.5,2018,"32,000",Petrol,800,Manual
Suzuki,Swift,Karachi,19.5,2018,"32,000",Petrol,1300,Automatic
Suzuki,Alto,Islamabad,14,2014,"110,000",Petrol,660,Automatic
Suzuki,Cultus,Karachi,12.95,2016,"61,000",Petrol,1000,Manual
Suzuki,Every,Lahore,16.5,2016,"94,275",Petrol,660,Automatic
Suzuki,Bolan,Gujranwala,9.5,2018,"60,000",Petrol,800,Manual
Suzuki,Cultus,Multan,13.5,2015,"47,000",Petrol,1000,Manual
Suzuki,Every,Lahore,14.3,2009,"104,127",Petrol,660,Automatic
Suzuki,Alto,Islamabad,10,2012,"77,000",Petrol,1000,Manual
Suzuki,Swift,Rawalpindi,17.9,2017,"38,000",Petrol,1300,Manual
Suzuki,Swift,Karachi,20,2016,"50,000",Petrol,1300,Manual
Suzuki,Swift,Islamabad,13.7,2012,"100,000",Petrol,1300,Manual
Suzuki,Cultus,Islamabad,8.15,2007,"75,000",Petrol,1000,Manual
Suzuki,Liana,Rawalpindi,9,2008,"100,000",Petrol,1300,Manual
Suzuki,Swift,Lahore,17.1,2018,"55,000",Petrol,1300,Manual
Suzuki,Baleno,Hyderabad,6.5,2005,"150,000",Petrol,1300,Manual
Suzuki,Cultus,Lahore,7.49,2007,"67,000",Petrol,1000,Manual
Suzuki,Mehran,Quetta,5.5,2008,18,Petrol,800,Manual
Suzuki,Cultus,Rahim Yar Khan,6.5,2005,"150,000",Petrol,1000,Manual
Suzuki,Alto,Lahore,15.2,2019,"22,800",Petrol,660,Automatic
Suzuki,Cultus,Karachi,6.55,2008,"80,000",Petrol,1000,Manual
Suzuki,Cultus,Nowshera cantt,6.75,2007,"150,000",Petrol,1000,Manual
Suzuki,Mehran,Karachi,4,2010,"39,680",Petrol,800,Manual
Suzuki,Wagon,Islamabad,14,2012,"105,000",Petrol,660,Automatic
Suzuki,Mehran,Karachi,2.5,1995,"150,000",Petrol,800,Manual
Suzuki,Wagon,Kharian,14.75,2017,"104,000",Petrol,1000,Manual
Suzuki,Margalla,Islamabad,5.8,1997,"75,000",Petrol,1300,Manual
Suzuki,Bolan,Rawalpindi,2.8,1986,12,Petrol,1000,Manual
Suzuki,Wagon,Gujranwala,14.9,2017,"42,000",Petrol,1000,Manual
Suzuki,Alto,Lahore,9,2011,"106,000",Petrol,1000,Manual
Suzuki,Jimny,Karachi,28.25,2016,"127,000",Petrol,660,Manual
Suzuki,Wagon,Islamabad,15.3,2017,"58,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,11.75,2013,"122,000",Petrol,1000,Manual
Suzuki,Alto,Islamabad,16.7,2015,"41,000",Petrol,660,Automatic
Suzuki,Wagon,Karachi,15.1,2019,"78,621",Petrol,1000,Manual
Suzuki,Cultus,Karachi,11.5,2014,"113,688",Petrol,1000,Manual
Suzuki,Every,Faisalabad,13.25,2015,"136,000",Petrol,660,Automatic
Suzuki,Jimny,Lahore,22,2014,"48,201",Petrol,660,Automatic
Suzuki,Swift,Faisalabad,36,2019,"98,807",Petrol,1000,Automatic
Suzuki,Bolan,Rawalpindi,,2008,"130,000",Petrol,800,Manual
Suzuki,Alto,Islamabad,8.65,2010,"71,184",Petrol,1000,Manual
Suzuki,Swift,Islamabad,14,2014,"184,055",Petrol,1300,Manual
Suzuki,Wagon,Karachi,12.25,2016,"180,000",Petrol,1000,Manual
Suzuki,Ravi,Rawalpindi,8.1,2016,"50,000",Petrol,800,Manual
Suzuki,Baleno,Islamabad,8.5,2003,"150,000",Petrol,1300,Manual
Suzuki,Alto,Lahore,14.15,2019,"17,000",Petrol,660,Manual
Suzuki,Cultus,Lahore,11.25,2011,"45,000",Petrol,1000,Manual
Suzuki,Mehran,Lahore,5.6,2007,"70,000",Petrol,800,Manual
Suzuki,Swift,Lahore,18.5,2016,"78,000",Petrol,1300,Automatic
Suzuki,Alto,Sialkot,16.22,2020,"18,000",Petrol,660,Automatic
Suzuki,Cultus,Lahore,18.45,2021,2,Petrol,1000,Automatic
Suzuki,Cultus,Attock,9.6,2009,"70,000",Petrol,1000,Manual
Suzuki,Every,Lahore,12.35,2015,"82,055",Petrol,660,Automatic
Suzuki,Wagon,Islamabad,14.5,2016,"100,000",Petrol,1000,Manual
Suzuki,Mehran,Rawalpindi,7.29,2014,"80,000",Petrol,800,Manual
Suzuki,Mehran,Peshawar,7.8,2013,18,Petrol,800,Manual
Suzuki,Alto,Peshawar,17.8,2015,"77,000",Petrol,660,Automatic
Suzuki,Cultus,Lahore,6.5,2006,"87,500",Petrol,1000,Manual
Suzuki,Cultus,Rawalpindi,12.2,2014,"75,400",Petrol,1000,Manual
Suzuki,Cultus,Rawalpindi,8.1,2007,"45,000",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,9.5,2016,"1,000",Petrol,800,Manual
Suzuki,Cultus,Gujranwala,11,2008,"140,000",Petrol,1000,Manual
Suzuki,Jimny,Gujrat,11,1989,"89,000",Petrol,1300,Manual
Suzuki,Mehran,Lahore,9.49,2018,"50,000",Petrol,800,Manual
Suzuki,Cultus,Lahore,13.5,2016,"93,000",Petrol,1000,Manual
Suzuki,Mehran,Islamabad,6,2006,"58,000",Petrol,800,Manual
Suzuki,Wagon,Islamabad,24.9,2018,"15,600",Hybrid,660,Automatic
Suzuki,Cultus,Lahore,7.25,2007,"86,053",Petrol,1000,Manual
Suzuki,Cultus,Lahore,12.75,2015,"84,000",Petrol,1000,Manual
Suzuki,Cultus,Gujranwala,8.6,2007,"52,794",Petrol,1000,Manual
Suzuki,Swift,Karachi,24.5,2021,50,Petrol,1300,Automatic
Suzuki,Wagon,Faisalabad,17,2020,"45,000",Petrol,1000,Manual
Suzuki,Swift,Faisalabad,20.65,2020,"10,200",Petrol,1300,Manual
Suzuki,Cultus,Faisalabad,17.5,2018,"59,000",Petrol,1000,Manual
Suzuki,Swift,Faisalabad,19.25,2018,"55,000",Petrol,1300,Automatic
Suzuki,Alto,Faisalabad,13.5,2019,"40,000",Petrol,660,Manual
Suzuki,Swift,Rawalpindi,16.5,2017,"130,000",Petrol,1300,Manual
Suzuki,Cultus,Rawalpindi,13.5,2016,"74,000",Petrol,1000,Manual
Suzuki,Swift,Rawalpindi,16.5,2017,"106,242",Petrol,1300,Manual
Suzuki,Wagon,Islamabad,24.9,2018,"15,600",Hybrid,660,Automatic
Suzuki,Khyber,Rawalpindi,2.5,1991,"250,000",Petrol,1000,Manual
Suzuki,Swift,Rawalpindi,15,2013,"85,000",Petrol,1300,Manual
Suzuki,Wagon,Islamabad,15,2017,"150,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,5.9,2004,"48,000",Petrol,1000,Manual
Suzuki,Baleno,Chakwal,8.5,2005,"97,680",Petrol,1300,Manual
Suzuki,Cultus,Karachi,12,2015,"35,000",Petrol,1000,Manual
Suzuki,Khyber,Ghazi,4,1994,"100,000",Petrol,1000,Manual
Suzuki,Cultus,Lahore,11.7,2014,"100,000",Petrol,1000,Manual
Suzuki,Mehran,Khanewal,4,2005,"204,300",Petrol,800,Manual
Suzuki,Khyber,Islamabad,4.6,1996,"175,000",Petrol,1000,Manual
Suzuki,Mehran,Faisalabad,5,2010,"350,000",Petrol,800,Manual
Suzuki,Cultus,Islamabad,5.7,2003,"2,123",Petrol,1000,Manual
Suzuki,Swift,Karachi,17.1,2017,"35,000",Petrol,1300,Manual
Suzuki,Mehran,Hyderabad,7.5,2015,"59,000",Petrol,800,Manual
Suzuki,Swift,Islamabad,19,2017,"25,000",Petrol,1300,Automatic
Suzuki,Cultus,Multan,10.35,2015,"75,000",Petrol,1000,Manual
